community,community_slug,year,n,price_median,psf_median,value_total
DAMAC Lagoons,damac-lagoons,2025,786,2950000.0,,3159574365.0
DAMAC Lagoons,damac-lagoons,2026,1970,1231000.0,1841.74,3564875880.0
Wasl Gate,wasl-gate,2016,1,,,0.0
Wasl Gate,wasl-gate,2019,416,1687777.0,931.7,583493728.0
Wasl Gate,wasl-gate,2020,80,1972500.0,927.95,139054888.0
Wasl Gate,wasl-gate,2021,28,940777.0,931.68,53328432.0
Wasl Gate,wasl-gate,2022,253,858777.0,1101.21,291870644.0
Wasl Gate,wasl-gate,2023,344,887277.0,1118.07,966846652.0
Wasl Gate,wasl-gate,2024,920,1468500.0,1229.3,1894207700.0
Wasl Gate,wasl-gate,2025,1487,1199680.0,1347.67,2013985633.0
Wasl Gate,wasl-gate,2026,1516,1441500.0,1557.62,2312543141.0
Meydan Racecourse Community,meydan-racecourse-community,2010,1,,,5530500.0
Meydan Racecourse Community,meydan-racecourse-community,2013,74,7902790.0,,669330382.0
Meydan Racecourse Community,meydan-racecourse-community,2014,333,1197098.0,1255.05,793676522.0
Meydan Racecourse Community,meydan-racecourse-community,2015,114,1639375.0,1243.27,346853125.0
Meydan Racecourse Community,meydan-racecourse-community,2016,130,1631750.0,1149.97,403124824.0
Meydan Racecourse Community,meydan-racecourse-community,2017,296,1565000.0,1188.25,586350436.0
Meydan Racecourse Community,meydan-racecourse-community,2018,201,1163019.0,1108.2,294437496.0
Meydan Racecourse Community,meydan-racecourse-community,2019,123,1232329.0,913.8,218405740.0
Meydan Racecourse Community,meydan-racecourse-community,2020,144,1185000.0,1002.23,225115151.0
Meydan Racecourse Community,meydan-racecourse-community,2021,174,1037546.5,1154.03,269668810.0
Meydan Racecourse Community,meydan-racecourse-community,2022,190,1167390.5,1035.88,438464798.0
Meydan Racecourse Community,meydan-racecourse-community,2023,335,1314720.0,1252.3,1217995529.0
Meydan Racecourse Community,meydan-racecourse-community,2024,597,1285380.0,1405.65,1727678173.0
Meydan Racecourse Community,meydan-racecourse-community,2025,487,2263650.0,1808.69,1669996093.0
Meydan Racecourse Community,meydan-racecourse-community,2026,1804,1408000.0,3546.29,3704743889.0
DAMAC HILLS,damac-hills,2013,654,1048215.0,1176.36,1176132761.0
DAMAC HILLS,damac-hills,2014,2157,1805000.0,1435.89,4460046619.0
DAMAC HILLS,damac-hills,2015,1114,698600.0,1373.15,1672279131.0
DAMAC HILLS,damac-hills,2016,358,1280280.0,1352.99,866021940.0
DAMAC HILLS,damac-hills,2017,595,1121000.0,1302.6,1195521202.0
DAMAC HILLS,damac-hills,2018,545,718000.0,1340.38,917223369.0
DAMAC HILLS,damac-hills,2019,636,1000000.0,1225.5,996452192.0
DAMAC HILLS,damac-hills,2020,628,1300000.0,1084.62,1029492226.0
DAMAC HILLS,damac-hills,2021,1686,1803500.0,1059.18,3501987992.0
DAMAC HILLS,damac-hills,2022,1377,1061000.0,1077.57,2494381469.0
DAMAC HILLS,damac-hills,2023,2244,1082000.0,1218.4,4419977788.0
DAMAC HILLS,damac-hills,2024,1880,1260500.0,1419.87,4607103994.0
DAMAC HILLS,damac-hills,2025,1973,1360000.0,1468.81,5085139762.0
DAMAC HILLS,damac-hills,2026,1027,1300500.0,1675.88,2476622203.0
DMCC-EZ2,dmcc-ez2,2010,13,240000.0,,4331472.0
DMCC-EZ2,dmcc-ez2,2011,88,227390.0,662.42,25958934.0
DMCC-EZ2,dmcc-ez2,2012,67,268562.0,655.82,40416862.0
DMCC-EZ2,dmcc-ez2,2013,270,240168.5,605.04,45506369.0
DMCC-EZ2,dmcc-ez2,2014,44,227700.0,766.88,11905566.0
DMCC-EZ2,dmcc-ez2,2015,15,500000.0,,24515067.0
DMCC-EZ2,dmcc-ez2,2016,26,575000.0,600.02,10321949.0
DMCC-EZ2,dmcc-ez2,2017,43,317430.0,819.97,26089820.0
DMCC-EZ2,dmcc-ez2,2018,9,,942.97,1140000.0
DMCC-EZ2,dmcc-ez2,2019,13,,1260.71,3882000.0
DMCC-EZ2,dmcc-ez2,2020,6,,,14700000.0
DMCC-EZ2,dmcc-ez2,2021,21,272800.0,573.98,8616121.0
DMCC-EZ2,dmcc-ez2,2022,21,,1020.73,2675486.0
DMCC-EZ2,dmcc-ez2,2023,16,774437.0,858.91,10106874.0
DMCC-EZ2,dmcc-ez2,2024,38,697980.0,1024.97,31956666.0
DMCC-EZ2,dmcc-ez2,2025,1519,2083579.0,2910.0,3373929147.0
DMCC-EZ2,dmcc-ez2,2026,832,2113024.0,3157.49,2217340166.0
International City Phase 1,international-city-phase-1,2010,4040,360750.0,571.08,1559528980.0
International City Phase 1,international-city-phase-1,2011,1844,251800.0,389.37,648417936.0
International City Phase 1,international-city-phase-1,2012,2653,270000.0,450.38,962223713.0
International City Phase 1,international-city-phase-1,2013,3403,355642.0,581.53,1509905377.0
International City Phase 1,international-city-phase-1,2014,2871,450000.0,743.22,1980569728.0
International City Phase 1,international-city-phase-1,2015,2416,470000.0,701.93,1828548409.0
International City Phase 1,international-city-phase-1,2016,2005,427500.0,688.92,1169216814.0
International City Phase 1,international-city-phase-1,2017,1756,430000.0,670.4,1228493066.0
International City Phase 1,international-city-phase-1,2018,2293,375000.0,736.53,1422060371.0
International City Phase 1,international-city-phase-1,2019,1282,305000.0,470.09,566207160.0
International City Phase 1,international-city-phase-1,2020,836,290000.0,433.55,408066169.0
International City Phase 1,international-city-phase-1,2021,1491,315000.0,420.43,798871150.0
International City Phase 1,international-city-phase-1,2022,2068,310000.0,443.4,1153191905.0
International City Phase 1,international-city-phase-1,2023,2273,340000.0,490.44,1168766116.0
International City Phase 1,international-city-phase-1,2024,2167,385000.0,551.22,1122118377.0
International City Phase 1,international-city-phase-1,2025,2220,425000.0,629.17,1619420497.0
International City Phase 1,international-city-phase-1,2026,1165,514341.0,707.33,892356872.0
Dubai Investment Park First,dubai-investment-park-first,2010,97,566100.0,623.81,99404650.0
Dubai Investment Park First,dubai-investment-park-first,2011,48,753909.0,841.85,40565480.0
Dubai Investment Park First,dubai-investment-park-first,2012,478,504380.0,726.98,487250199.0
Dubai Investment Park First,dubai-investment-park-first,2013,1518,1439058.0,348.04,2839734517.0
Dubai Investment Park First,dubai-investment-park-first,2014,1026,912449.0,718.96,1745591297.0
Dubai Investment Park First,dubai-investment-park-first,2015,412,1688050.0,490.02,1392999436.0
Dubai Investment Park First,dubai-investment-park-first,2016,693,802972.0,738.81,1899781650.0
Dubai Investment Park First,dubai-investment-park-first,2017,476,788856.0,737.22,1223150071.0
Dubai Investment Park First,dubai-investment-park-first,2018,213,1473687.5,622.8,733385052.0
Dubai Investment Park First,dubai-investment-park-first,2019,190,2515000.0,461.64,895142173.0
Dubai Investment Park First,dubai-investment-park-first,2020,288,3048178.0,754.21,852231385.0
Dubai Investment Park First,dubai-investment-park-first,2021,514,2965095.0,886.1,1546132757.0
Dubai Investment Park First,dubai-investment-park-first,2022,469,1237025.0,761.68,959342363.0
Dubai Investment Park First,dubai-investment-park-first,2023,430,1327200.0,841.84,1378804134.0
Dubai Investment Park First,dubai-investment-park-first,2024,832,1142412.0,1010.0,1590365660.0
Dubai Investment Park First,dubai-investment-park-first,2025,496,1312245.0,1012.17,1987093443.0
Dubai Investment Park First,dubai-investment-park-first,2026,1661,1201600.0,1218.73,2676510856.0
Dubai Studio City,dubai-studio-city,2013,2,,,9848448.0
Dubai Studio City,dubai-studio-city,2014,6,19292194.5,,109717039.0
Dubai Studio City,dubai-studio-city,2015,424,820000.0,1044.0,452249022.0
Dubai Studio City,dubai-studio-city,2016,165,895000.0,1038.78,198315619.0
Dubai Studio City,dubai-studio-city,2017,47,1097106.0,999.7,113733325.0
Dubai Studio City,dubai-studio-city,2018,55,1094700.0,980.73,235563313.0
Dubai Studio City,dubai-studio-city,2019,51,630000.0,812.09,35573162.0
Dubai Studio City,dubai-studio-city,2020,90,435250.0,1050.4,80812651.0
Dubai Studio City,dubai-studio-city,2021,194,421434.0,1093.15,148530529.0
Dubai Studio City,dubai-studio-city,2022,127,537972.0,1139.66,119709133.0
Dubai Studio City,dubai-studio-city,2023,704,675909.0,1235.63,690266705.0
Dubai Studio City,dubai-studio-city,2024,940,656600.0,1379.45,857319860.0
Dubai Studio City,dubai-studio-city,2025,1796,907000.0,1422.28,1706709618.0
Dubai Studio City,dubai-studio-city,2026,1077,672280.0,1518.67,848784777.0
Jumeirah Garden City,jumeirah-garden-city,2015,2,,,5500000.0
Jumeirah Garden City,jumeirah-garden-city,2016,4,,,59014600.0
Jumeirah Garden City,jumeirah-garden-city,2017,192,17840000.0,,3646720850.0
Jumeirah Garden City,jumeirah-garden-city,2018,18,18452000.0,,316611130.0
Jumeirah Garden City,jumeirah-garden-city,2019,19,17124000.0,,316451080.0
Jumeirah Garden City,jumeirah-garden-city,2020,4,,,74379600.0
Jumeirah Garden City,jumeirah-garden-city,2021,7,15695000.0,,175646000.0
Jumeirah Garden City,jumeirah-garden-city,2022,15,15302000.0,,247909009.0
Jumeirah Garden City,jumeirah-garden-city,2023,41,15777150.0,,765836152.0
Jumeirah Garden City,jumeirah-garden-city,2024,327,1227851.0,1896.79,1549105622.0
Jumeirah Garden City,jumeirah-garden-city,2025,1311,1289689.0,2175.77,2417516040.0
Jumeirah Garden City,jumeirah-garden-city,2026,1151,1451250.0,2271.54,2010821381.0
International City Phase 3,international-city-phase-3,2010,9,1480100.0,,19801338.0
International City Phase 3,international-city-phase-3,2011,23,388000.0,806.18,18875832.0
International City Phase 3,international-city-phase-3,2012,163,547420.0,756.63,95210469.0
International City Phase 3,international-city-phase-3,2013,157,636687.5,704.96,255994736.0
International City Phase 3,international-city-phase-3,2014,104,2587300.0,801.34,371001728.0
International City Phase 3,international-city-phase-3,2015,95,727675.0,781.4,375751622.0
International City Phase 3,international-city-phase-3,2016,76,3645142.0,772.31,301931525.0
International City Phase 3,international-city-phase-3,2017,155,587385.0,790.83,311184230.0
International City Phase 3,international-city-phase-3,2018,138,435000.0,736.02,383935503.0
International City Phase 3,international-city-phase-3,2019,172,415000.0,630.72,137564940.0
International City Phase 3,international-city-phase-3,2020,108,327500.0,661.21,97483888.0
International City Phase 3,international-city-phase-3,2021,266,300000.0,450.0,233931236.0
International City Phase 3,international-city-phase-3,2022,172,417500.0,514.51,397092755.0
International City Phase 3,international-city-phase-3,2023,373,502500.0,760.57,541324127.0
International City Phase 3,international-city-phase-3,2024,922,595000.0,806.0,1307257970.0
International City Phase 3,international-city-phase-3,2025,1753,718306.0,1046.99,2833564942.0
International City Phase 3,international-city-phase-3,2026,1031,841500.0,1173.4,1538884729.0
DAMAC HILLS 2,damac-hills-2,2014,334,1760350.0,,668673700.0
DAMAC HILLS 2,damac-hills-2,2015,1600,1717600.0,1163.26,3033773348.0
DAMAC HILLS 2,damac-hills-2,2016,2242,1100000.0,1201.51,2904953616.0
DAMAC HILLS 2,damac-hills-2,2017,2235,1100000.0,1200.51,2733241192.0
DAMAC HILLS 2,damac-hills-2,2018,404,1287000.0,1128.65,729443275.0
DAMAC HILLS 2,damac-hills-2,2019,344,725200.0,952.67,322937349.0
DAMAC HILLS 2,damac-hills-2,2020,199,870000.0,800.3,192730111.0
DAMAC HILLS 2,damac-hills-2,2021,1048,1059000.0,911.83,1203914783.0
DAMAC HILLS 2,damac-hills-2,2022,1286,1150000.0,872.46,1531052839.0
DAMAC HILLS 2,damac-hills-2,2023,2028,1384000.0,830.95,2639459422.0
DAMAC HILLS 2,damac-hills-2,2024,5430,1650000.0,1198.48,8713657242.0
DAMAC HILLS 2,damac-hills-2,2025,3239,1899260.0,1152.76,5501733673.0
DAMAC HILLS 2,damac-hills-2,2026,829,1622990.0,1154.13,1311130491.0
Palm Jumeirah,palm-jumeirah,2010,1201,2374271.0,1248.97,3906884677.0
Palm Jumeirah,palm-jumeirah,2011,1612,2643300.0,1341.51,5291717926.0
Palm Jumeirah,palm-jumeirah,2012,1531,2520900.0,1243.44,5402970450.0
Palm Jumeirah,palm-jumeirah,2013,2431,2600000.0,1561.5,8843002110.0
Palm Jumeirah,palm-jumeirah,2014,1437,3000000.0,1754.38,6460486574.0
Palm Jumeirah,palm-jumeirah,2015,1347,2553400.0,1876.9,5468606984.0
Palm Jumeirah,palm-jumeirah,2016,983,2700000.0,1670.09,3573272560.0
Palm Jumeirah,palm-jumeirah,2017,946,2500000.0,1723.85,3360324170.0
Palm Jumeirah,palm-jumeirah,2018,910,1975000.0,1708.34,2441094718.0
Palm Jumeirah,palm-jumeirah,2019,880,1725000.0,1133.0,2746360322.0
Palm Jumeirah,palm-jumeirah,2020,1076,1377728.5,1639.03,2766904138.0
Palm Jumeirah,palm-jumeirah,2021,1948,2250000.0,1656.58,9099617162.0
Palm Jumeirah,palm-jumeirah,2022,3320,3650000.0,2721.78,15815843459.0
Palm Jumeirah,palm-jumeirah,2023,2487,3565000.0,2433.75,12903165645.0
Palm Jumeirah,palm-jumeirah,2024,1798,3600000.0,2332.45,11692132646.0
Palm Jumeirah,palm-jumeirah,2025,1692,4375000.0,2625.12,11905475830.0
Palm Jumeirah,palm-jumeirah,2026,781,4700000.0,2551.8,5137415340.0
Jumeirah Islands,jumeirah-islands,2010,519,446288.0,597.19,573418566.0
Jumeirah Islands,jumeirah-islands,2011,76,5075000.0,,354538199.0
Jumeirah Islands,jumeirah-islands,2012,113,5700000.0,605.18,693149966.0
Jumeirah Islands,jumeirah-islands,2013,204,923194.5,997.33,727743329.0
Jumeirah Islands,jumeirah-islands,2014,237,709600.0,1019.63,660958744.0
Jumeirah Islands,jumeirah-islands,2015,304,709600.0,900.04,538892994.0
Jumeirah Islands,jumeirah-islands,2016,277,620148.0,961.71,624826069.0
Jumeirah Islands,jumeirah-islands,2017,168,871647.5,950.76,451938930.0
Jumeirah Islands,jumeirah-islands,2018,116,4097320.0,970.03,377173128.0
Jumeirah Islands,jumeirah-islands,2019,621,404433.5,940.0,671719812.0
Jumeirah Islands,jumeirah-islands,2020,392,405225.0,953.71,447204920.0
Jumeirah Islands,jumeirah-islands,2021,1558,447017.0,1009.32,1456563941.0
Jumeirah Islands,jumeirah-islands,2022,582,800000.0,1014.77,1677715622.0
Jumeirah Islands,jumeirah-islands,2023,1068,668137.0,1158.34,2251265471.0
Jumeirah Islands,jumeirah-islands,2024,1277,835000.0,1407.23,3113657226.0
Jumeirah Islands,jumeirah-islands,2025,1465,2162828.0,2346.71,5503215841.0
Jumeirah Islands,jumeirah-islands,2026,863,2260328.0,2482.05,3223342019.0
Meydan One Community,meydan-one-community,2013,2,,,34186700.0
Meydan One Community,meydan-one-community,2017,235,581984.0,1449.61,598285824.0
Meydan One Community,meydan-one-community,2018,1216,566137.0,1467.86,919146941.0
Meydan One Community,meydan-one-community,2019,972,559887.0,1472.51,790971064.0
Meydan One Community,meydan-one-community,2020,218,545354.5,1408.07,177187165.0
Meydan One Community,meydan-one-community,2021,595,621808.0,1473.83,705712822.0
Meydan One Community,meydan-one-community,2022,1619,695865.0,1506.21,1451058991.0
Meydan One Community,meydan-one-community,2023,3329,621630.0,1507.21,2884365805.0
Meydan One Community,meydan-one-community,2024,4857,746550.0,1779.29,4903656287.0
Meydan One Community,meydan-one-community,2025,1685,840062.5,2019.29,2184724544.0
Meydan One Community,meydan-one-community,2026,904,1041985.0,2090.01,1378132516.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2010,3,,,159263455.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2012,1,,,15217903.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2013,1,,,15022435.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2015,2,,,70080760.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2016,10,53000000.0,,556513268.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2017,353,645445.0,1458.39,773699150.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2018,89,639644.0,1548.5,194413193.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2019,131,635000.0,1459.75,269731261.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2020,251,645612.0,816.47,175566413.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2021,614,638993.5,827.58,468325278.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2022,819,750000.0,1081.05,686697457.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2023,894,1310000.0,1483.85,1826934916.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2024,995,1200000.0,1691.22,1448232933.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2025,1695,1200000.0,1979.34,2568384529.0
Dubai Health Care City Phase 2,dubai-health-care-city-phase-2,2026,571,1483172.5,1931.0,993356166.0
DMCC Master Community,dmcc-master-community,2023,1,,,3550000.0
DMCC Master Community,dmcc-master-community,2025,1,,,720000.0
DMCC Master Community,dmcc-master-community,2026,1327,1633470.0,1655.23,2664375228.0
SOBHA HARTLAND,sobha-hartland,2014,1,,,32512826.0
SOBHA HARTLAND,sobha-hartland,2015,19,2659261.0,1600.92,120596992.0
SOBHA HARTLAND,sobha-hartland,2016,26,1270586.5,1471.25,65021343.0
SOBHA HARTLAND,sobha-hartland,2017,247,1271320.0,1480.21,802365268.0
SOBHA HARTLAND,sobha-hartland,2018,330,1243576.0,1450.27,583729759.0
SOBHA HARTLAND,sobha-hartland,2019,258,1125150.0,1480.85,506879299.0
SOBHA HARTLAND,sobha-hartland,2020,890,1116015.0,1489.98,1311933608.0
SOBHA HARTLAND,sobha-hartland,2021,1371,1193985.0,1641.02,2381368235.0
SOBHA HARTLAND,sobha-hartland,2022,2870,1322222.5,1820.34,5142149523.0
SOBHA HARTLAND,sobha-hartland,2023,5004,1729900.0,1875.02,10601762465.0
SOBHA HARTLAND,sobha-hartland,2024,1901,1630000.0,1947.1,4122324569.0
SOBHA HARTLAND,sobha-hartland,2025,1400,1700000.0,2063.11,3114558489.0
SOBHA HARTLAND,sobha-hartland,2026,795,1850000.0,2006.91,1833671055.0
Discovery Gardens,discovery-gardens,2010,907,510000.0,697.23,526231995.0
Discovery Gardens,discovery-gardens,2011,526,346800.0,516.13,917338857.0
Discovery Gardens,discovery-gardens,2012,526,345000.0,555.39,262332772.0
Discovery Gardens,discovery-gardens,2013,935,452997.5,706.61,500383898.0
Discovery Gardens,discovery-gardens,2014,589,550000.0,872.15,379403437.0
Discovery Gardens,discovery-gardens,2015,477,547500.0,804.4,367069799.0
Discovery Gardens,discovery-gardens,2016,493,600000.0,801.29,518987655.0
Discovery Gardens,discovery-gardens,2017,600,630000.0,791.4,445317669.0
Discovery Gardens,discovery-gardens,2018,311,518181.0,692.03,158187334.0
Discovery Gardens,discovery-gardens,2019,229,345000.0,612.32,130020130.0
Discovery Gardens,discovery-gardens,2020,195,365000.0,490.73,69642762.0
Discovery Gardens,discovery-gardens,2021,278,380000.0,482.61,103478552.0
Discovery Gardens,discovery-gardens,2022,434,393000.0,519.76,315172911.0
Discovery Gardens,discovery-gardens,2023,790,545000.0,739.59,811558884.0
Discovery Gardens,discovery-gardens,2024,1693,710000.0,1121.11,1839932729.0
Discovery Gardens,discovery-gardens,2025,1323,730000.0,990.25,2369412271.0
Discovery Gardens,discovery-gardens,2026,815,757919.0,1011.61,780774128.0
Liwan1,liwan1,2010,6,,,789858.0
Liwan1,liwan1,2011,14,354463.0,1593.53,6634109.0
Liwan1,liwan1,2012,92,579318.5,662.7,65722906.0
Liwan1,liwan1,2013,76,590622.0,606.76,117234215.0
Liwan1,liwan1,2014,616,596756.0,710.09,404497277.0
Liwan1,liwan1,2015,955,618121.0,718.36,683827948.0
Liwan1,liwan1,2016,634,604080.0,714.3,478780709.0
Liwan1,liwan1,2017,650,564096.0,639.64,452893721.0
Liwan1,liwan1,2018,231,610000.0,691.25,297735693.0
Liwan1,liwan1,2019,667,353000.0,497.1,335402806.0
Liwan1,liwan1,2020,379,367500.0,831.3,277951546.0
Liwan1,liwan1,2021,213,460000.0,444.4,203825243.0
Liwan1,liwan1,2022,216,377500.0,457.3,184639740.0
Liwan1,liwan1,2023,294,410000.0,531.51,407457038.0
Liwan1,liwan1,2024,902,754856.0,980.75,1005476510.0
Liwan1,liwan1,2025,1361,845250.0,1114.18,1638586849.0
Liwan1,liwan1,2026,566,891500.0,1114.12,606365020.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2010,4315,847725.0,761.73,4269322182.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2011,4442,732605.0,718.2,4004430331.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2012,5394,763013.0,788.4,4974219875.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2013,6306,895417.0,961.61,6663090783.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2014,2813,1118320.0,1240.36,3508327988.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2015,1738,1050000.0,1172.76,2071666589.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2016,1450,1010271.0,1163.13,1728225795.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2017,1282,1068750.0,1185.97,1666363768.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2018,949,900000.0,1042.24,989814848.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2019,806,780000.0,863.41,761373849.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2020,783,675000.0,750.41,637489894.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2021,1813,850000.0,901.07,1945026708.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2022,2112,1030199.5,1049.15,2685704916.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2023,4164,1371770.0,1896.06,6721610544.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2024,3727,1500000.0,1767.01,6586739880.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2025,3417,1716660.0,1879.67,6997159468.0
Jumeirah Lakes Towers,jumeirah-lakes-towers,2026,109,1936493.0,1573.25,238715881.0
Jaddaf Waterfront,jaddaf-waterfront,2010,7,2599000.0,1844.72,130939054.0
Jaddaf Waterfront,jaddaf-waterfront,2011,54,2086330.0,1477.19,157610815.0
Jaddaf Waterfront,jaddaf-waterfront,2012,111,3574500.0,1548.48,363682537.0
Jaddaf Waterfront,jaddaf-waterfront,2013,142,2633400.0,1555.04,462100956.0
Jaddaf Waterfront,jaddaf-waterfront,2014,195,1770000.0,1595.8,572552850.0
Jaddaf Waterfront,jaddaf-waterfront,2015,208,1734000.0,1484.58,492616491.0
Jaddaf Waterfront,jaddaf-waterfront,2016,247,1679000.0,1457.11,530198285.0
Jaddaf Waterfront,jaddaf-waterfront,2017,175,1844392.0,1462.45,420007797.0
Jaddaf Waterfront,jaddaf-waterfront,2018,150,1478000.0,1327.05,250394831.0
Jaddaf Waterfront,jaddaf-waterfront,2019,69,1604845.5,1102.82,125076629.0
Jaddaf Waterfront,jaddaf-waterfront,2020,50,1084239.0,882.69,68647980.0
Jaddaf Waterfront,jaddaf-waterfront,2021,117,1400000.0,913.61,216865075.0
Jaddaf Waterfront,jaddaf-waterfront,2022,229,850000.0,1270.43,407220570.0
Jaddaf Waterfront,jaddaf-waterfront,2023,140,1500000.0,1305.0,403317669.0
Jaddaf Waterfront,jaddaf-waterfront,2024,849,1350000.0,1591.69,1744805912.0
Jaddaf Waterfront,jaddaf-waterfront,2025,1354,1400000.0,1820.21,2673083688.0
Jaddaf Waterfront,jaddaf-waterfront,2026,269,1731812.0,1878.84,472866385.0
Dubai Harbour,dubai-harbour,2017,2,,,0.0
Dubai Harbour,dubai-harbour,2018,75,2254888.0,1841.42,183073936.0
Dubai Harbour,dubai-harbour,2019,871,2081888.0,1969.44,1991471285.0
Dubai Harbour,dubai-harbour,2020,395,1887888.0,2126.76,967698183.0
Dubai Harbour,dubai-harbour,2021,1993,3075388.0,2511.07,6565618867.0
Dubai Harbour,dubai-harbour,2022,1876,3500000.0,2878.4,7516236402.0
Dubai Harbour,dubai-harbour,2023,3423,4134888.0,4000.0,16826945605.0
Dubai Harbour,dubai-harbour,2024,1604,4649101.0,3900.01,7516205338.0
Dubai Harbour,dubai-harbour,2025,1625,5681976.0,3930.57,8619692347.0
Dubai Harbour,dubai-harbour,2026,498,4600771.0,3633.49,2171280091.0
City Walk,city-walk,2016,862,2587500.0,1406.02,2321683254.0
City Walk,city-walk,2017,633,2960000.0,1698.4,1836791470.0
City Walk,city-walk,2018,179,3418000.0,1668.26,582273488.0
City Walk,city-walk,2019,315,733888.0,1651.07,507923625.0
City Walk,city-walk,2020,55,2200000.0,1534.36,126563650.0
City Walk,city-walk,2021,161,2479000.0,1587.18,406138650.0
City Walk,city-walk,2022,1020,1996500.0,1991.69,2522669459.0
City Walk,city-walk,2023,959,2893829.5,2340.76,2980276106.0
City Walk,city-walk,2024,1388,3376500.0,2827.81,4803293121.0
City Walk,city-walk,2025,1008,3305000.0,3107.67,3731241773.0
City Walk,city-walk,2026,589,3535000.0,3226.65,2231052691.0
Sufouh Gardens,sufouh-gardens,2011,5,5015640.0,,24591250.0
Sufouh Gardens,sufouh-gardens,2012,3,,,19450000.0
Sufouh Gardens,sufouh-gardens,2013,197,1387478.0,1224.96,369709972.0
Sufouh Gardens,sufouh-gardens,2014,57,1870888.0,1462.46,254801800.0
Sufouh Gardens,sufouh-gardens,2015,93,1477899.0,1329.12,295982256.0
Sufouh Gardens,sufouh-gardens,2016,73,1420000.0,1400.02,251052187.0
Sufouh Gardens,sufouh-gardens,2017,76,1300400.0,1379.99,130581808.0
Sufouh Gardens,sufouh-gardens,2018,37,1300800.0,796.08,62401286.0
Sufouh Gardens,sufouh-gardens,2019,31,1200000.0,959.94,47923907.0
Sufouh Gardens,sufouh-gardens,2020,14,1100000.0,858.16,31676896.0
Sufouh Gardens,sufouh-gardens,2021,30,1155000.0,880.71,60109554.0
Sufouh Gardens,sufouh-gardens,2022,20,1800000.0,1021.04,198148404.0
Sufouh Gardens,sufouh-gardens,2023,192,1672800.0,1781.83,651461651.0
Sufouh Gardens,sufouh-gardens,2024,214,2011433.5,2289.56,678762301.0
Sufouh Gardens,sufouh-gardens,2025,197,2175000.0,1765.17,582675352.0
Sufouh Gardens,sufouh-gardens,2026,663,2345310.0,2419.2,1918937028.0
Mina Rashid,mina-rashid,2019,10,1816388.0,1476.27,18566880.0
Mina Rashid,mina-rashid,2020,5,1616888.0,1404.72,8906556.0
Mina Rashid,mina-rashid,2021,2,,,1982776.0
Mina Rashid,mina-rashid,2022,239,2003888.0,1629.87,540936850.0
Mina Rashid,mina-rashid,2023,1005,2265888.0,1825.22,2254927888.0
Mina Rashid,mina-rashid,2024,2007,2507388.0,2235.28,5623663200.0
Mina Rashid,mina-rashid,2025,957,2422388.0,2874.0,3062283693.0
Mina Rashid,mina-rashid,2026,262,2450000.0,2751.06,786988274.0
Sama Al Jadaf,sama-al-jadaf,2010,58,19534700.0,,1532269819.0
Sama Al Jadaf,sama-al-jadaf,2011,14,23352750.0,,351127554.0
Sama Al Jadaf,sama-al-jadaf,2012,19,18115815.0,,335488372.0
Sama Al Jadaf,sama-al-jadaf,2013,10,7740000.0,,118782092.0
Sama Al Jadaf,sama-al-jadaf,2014,24,20898659.0,,633871429.0
Sama Al Jadaf,sama-al-jadaf,2015,13,14900000.0,,288238603.0
Sama Al Jadaf,sama-al-jadaf,2016,13,20517913.0,,380336662.0
Sama Al Jadaf,sama-al-jadaf,2017,37,10947950.0,,403490797.0
Sama Al Jadaf,sama-al-jadaf,2018,7,9500000.0,,104486384.0
Sama Al Jadaf,sama-al-jadaf,2019,8,8908929.5,,80596002.0
Sama Al Jadaf,sama-al-jadaf,2020,22,8430000.0,,210371610.0
